time,pos_FR_hip_joint,pos_FR_thigh_joint,pos_FR_calf_joint,pos_FL_hip_joint,pos_FL_thigh_joint,pos_FL_calf_joint,pos_RR_hip_joint,pos_RR_thigh_joint,pos_RR_calf_joint,pos_RL_hip_joint,pos_RL_thigh_joint,pos_RL_calf_joint,vel_FR_hip_joint,vel_FR_thigh_joint,vel_FR_calf_joint,vel_FL_hip_joint,vel_FL_thigh_joint,vel_FL_calf_joint,vel_RR_hip_joint,vel_RR_thigh_joint,vel_RR_calf_joint,vel_RL_hip_joint,vel_RL_thigh_joint,vel_RL_calf_joint,base_pos_x,base_pos_y,base_pos_z,base_quat_w,base_quat_x,base_quat_y,base_quat_z,base_linvel_x,base_linvel_y,base_linvel_z,base_angvel_x,base_angvel_y,base_angvel_z,action_FR_hip_joint,action_FR_thigh_joint,action_FR_calf_joint,action_FL_hip_joint,action_FL_thigh_joint,action_FL_calf_joint,action_RR_hip_joint,action_RR_thigh_joint,action_RR_calf_joint,action_RL_hip_joint,action_RL_thigh_joint,action_RL_calf_joint
0.09600000000000003,-0.04116177809553311,0.7921165511269013,-1.8863902168639777,0.018257694814545623,1.1957637924156648,-2.0609824241523578,-0.02611369449076985,1.1738327736506744,-2.1008499315776876,0.04833275128510644,0.7434265746101105,-1.9291707154877338,-0.28606892229836534,0.8885722501682012,-0.31548191014072136,-0.2697357465956421,-0.08067620342678919,-2.691874625278224,0.2435099157780205,0.4827308839756074,-1.8998679910349074,0.40703596640698975,0.35949585009093366,0.11986542227993892,0.060890730568842574,-0.0133126000593534,0.2585219118955484,0.9998475439274362,0.002674636680980271,-0.014417819369430106,0.009479541419702356,0.22104477182775095,0.0483883061366407,0.010662810930432557,-0.30883345213140756,0.2606390471380796,0.4382336594675881,0.0,0.8576251885825936,-1.738083120569609,0.0,1.175857201726675,-2.19578589506015,0.0,1.175857201726675,-2.19578589506015,0.0,0.8576251885825936,-1.738083120569609
0.10400000000000004,-0.04332007726673232,0.7996937056281181,-1.8880848821657665,0.016316247215276917,1.1906343881456127,-2.081984032942507,-0.02459914750692196,1.1728735653252962,-2.116194287824463,0.05142449702986274,0.7475810631794244,-1.929106106105008,-0.2642990193792311,0.9820371500932054,-0.14870224795438275,-0.2528177436044923,-0.8302966471771751,-2.5373090701194445,0.18404963255585446,-0.32990545268139915,-1.8761549391520103,0.37286858852382937,0.608698970240195,-0.05471589706945043,0.06266211668114213,-0.012925870146483623,0.25859501769278814,0.9998421126015571,0.0014568450026304321,-0.013774907326014092,0.011130112274931644,0.22220474514886618,0.048068501195171254,0.007906546531273467,-0.28650901126064293,0.10540422709988233,0.4054877908199308,0.0,0.8804579319870158,-1.738083120569609,0.0,1.135806440442882,-2.209230739760862,0.0,1.135806440442882,-2.209230739760862,0.0,0.8804579319870158,-1.738083120569609
0.11200000000000004,-0.04541565454837377,0.8081023937209899,-1.8886716893448232,0.014559696361329812,1.1796424266752283,-2.1014708808417977,-0.023462064445008826,1.1655264234031588,-2.130934514736639,0.054160692784897886,0.7536802426896569,-1.9303643402853363,-0.26362410006942194,1.0921961412804073,-0.025934693325720678,-0.23205905982440103,-1.5344932209821383,-2.349324585340308,0.14828215666920683,-1.0999624352390172,-1.793822686261227,0.3234589109426798,0.8492438183489882,-0.2156901733854766,0.064461135937096,-0.012551703673231983,0.25863780606531045,0.9998256983695826,0.0004107397531570656,-0.013717592881622487,0.012658270741503342,0.22699068255706575,0.04571374435203601,0.003414209623909978,-0.23572879675261638,-0.03723541475567904,0.3757823060057218,0.0,0.9029150664468717,-1.7376958923177814,0.0,1.0926833535361193,-2.2192849137738837,0.0,1.0926833535361193,-2.2192849137738837,0.0,0.9029150664468717,-1.7376958923177814
0.12000000000000005,-0.04756422252680127,0.8174308604366175,-1.8884064341053972,0.013007258829836716,1.1632008521767498,-2.119003106625768,-0.02250386909123652,1.1522139138418506,-2.144464999005264,0.05648290198653924,0.7616219852856848,-1.9328037585384046,-0.2744366352254078,1.209506415694891,0.07382264069455251,-0.21101828431689995,-2.1854787965553,-2.102863495542734,0.13339147629269826,-1.8143344600274562,-1.6338410488260144,0.27082471402847674,1.076237480140672,-0.3575948024864012,0.06631199458964811,-0.012206025349058985,0.258642730730912,0.9997999880163856,-0.00038457108128550887,-0.014196908299415691,0.014081330272955791,0.2344042931595888,0.04146304985362531,-0.0014750748586621132,-0.1697792701995851,-0.16908362699229032,0.35059696123020423,0.0,0.9246598782270083,-1.7369681881191585,0.0,1.0467064771872687,-2.2244657658271163,0.0,1.0467064771872687,-2.2244657658271163,0.0,0.9246598782270083,-1.7369681881191585
0.12800000000000006,-0.049836444110333805,0.8277072274828824,-1.8874383008650286,0.011614705780778172,1.141748122929346,-2.133905021166665,-0.02160988873667165,1.1334003083494943,-2.1559734287223757,0.05838392351968209,0.7712668163842704,-1.9362413029131922,-0.29187463714835155,1.32840318318319,0.15427925436248524,-0.19188103516594535,-2.782503187168442,-1.768787496187449,0.13080342842759834,-2.4707315333915525,-1.3707298105551597,0.21926632345528305,1.283030274263519,-0.4746668555557998,0.06823127914309826,-0.01190358972986957,0.25861157879900526,0.9997656875982242,-0.0008811234203558537,-0.015166183959051864,0.015420129275981439,0.24359813808699946,0.035351307142711744,-0.005977606491151884,-0.09395868077651902,-0.2879694955995525,0.33041033707404943,0.0,0.9453888056110429,-1.7359901851773207,0.0,0.9983404162907045,-2.2227014765121003,0.0,0.9983404162907045,-2.2227014765121003,0.0,0.9453888056110429,-1.7359901851773207
0.13600000000000007,-0.05226379688122536,0.8389217770316334,-1.8859169823645299,0.010372151164060034,1.1157874380270953,-2.145250224817914,-0.020711376315409844,1.1096269124541993,-2.1644235426467184,0.05988868956448032,0.7824319571359036,-1.9404632658104306,-0.31185450687397664,1.4440024314319737,0.21636913418484582,-0.17342201453731032,-3.3142430810263437,-1.3165850506734755,0.13580589959511852,-3.056830708955873,-0.9766860933579046,0.17221084631698286,1.4649749093360696,-0.5637939898307739,0.0702299504731574,-0.01165917432362691,0.2585497107420858,0.9997228041954943,-0.0010496420130225496,-0.016567192377690478,0.01669554311371961,0.25391184191267746,0.027410644128474177,-0.009679013943938115,-0.012214692982716536,-0.39147445206285736,0.3152533974081369,0.0,0.9648350270286868,-1.7348890608127834,0.0,0.9487512378365094,-2.211572415046559,0.0,0.9487512378365094,-2.211572415046559,0.0,0.9648350270286868,-1.7348890608127834
0.14400000000000007,-0.05485284844974639,0.8510264432702818,-1.8839807498472,0.009286169159974602,1.0859993544896245,-2.1520384254764613,-0.01977938869627611,1.0816239279219664,-2.168819355917849,0.061044569542704104,0.7949122376208075,-1.9452489192652984,-0.3314487313896027,1.5515249313726487,0.2622358550032866,-0.15361074744551306,-3.757121103817953,-0.7226468012399939,0.14233967784213145,-3.549145029006623,-0.43493488590210017,0.13222517057066926,1.6196854632901387,-0.6242881706711687,0.07231418696053937,-0.011487075468532145,0.25846379332171454,0.9996707511644356,-0.0008737798149543064,-0.01833627074838386,0.017927826142898753,0.2648193688912717,0.017728793924075406,-0.012391678337184707,0.07242743582669499,-0.47855692642790015,0.3048889503375699,0.0,0.9827696123927221,-1.7338199103753078,0.0,0.8999426715382197,-2.188654880952453,0.0,0.8999426715382197,-2.188654880952453,0.0,0.9827696123927221,-1.7338199103753078
0.15200000000000008,-0.057583671044994324,0.8639333912652079,-1.8817447156500113,0.008337328661035884,1.053319485080631,-2.1532383746710293,-0.01875922101340739,1.0503633241786932,-2.1678677387276832,0.06192801475084042,0.8084842274771714,-1.950374587029921,-0.3495357756900809,1.646789070670492,0.29306151338028025,-0.1412866530209181,-4.074826126756294,-0.04513332020976341,0.1588934265587654,-3.9094201465749694,0.2096098075234474,0.10126962698426262,1.744932626024444,-0.6568474660003856,0.07448706763151891,-0.011400451045046667,0.258361815078931,0.9996085490524086,-0.00035384301689970706,-0.020405898362292903,0.01913694773169111,0.275892654059639,0.006453071939839229,-0.01425472390654313,0.15768485886557213,-0.5483425011688774,0.2994457614044864,0.0,0.9990003346755582,-1.732954621389867,0.0,0.8543438571994013,-2.15186715632987,0.0,0.8543438571994013,-2.15186715632987,0.0,0.9990003346755582,-1.732954621389867
0.1600000000000001,-0.06043720975596079,0.8775213758865686,-1.87929984869285,0.007573033041143086,1.0188025415462636,-2.147141040193592,-0.017697638139079867,1.0169610448891513,-2.1598889446577547,0.06260737682792492,0.8229208189996375,-1.9556177622098125,-0.3646371057310183,1.7258229865803139,0.3137323180930503,-0.12309460246924421,-4.2575617531594405,0.8849229697953906,0.16782131943724848,-4.128886490737055,1.1078561292910196,0.07916008773052138,1.8410444593319113,-0.6609415117326223,0.0767493820082282,-0.01141128351973744,0.25825307391489244,0.9995350620485408,0.0005094568635534854,-0.022709921356005556,0.020338624863255834,0.28700745448035897,-0.006246105969050783,-0.014787750336688492,0.2422869033906251,-0.6015632560176197,0.2974797084369494,0.0,1.013368478596843,-1.732469443387942,0.0,0.8139036098070878,-2.0997620813177305,0.0,0.8139036098070878,-2.0997620813177305,0.0,1.013368478596843,-1.732469443387942
0.1680000000000001,-0.06339208638663224,0.891641805301412,-1.8767343271102077,0.006967834498294761,0.9835821334674519,-2.1323361591236916,-0.016598388106004443,0.98258784304629,-2.1434318184732453,0.06315467933841325,0.8379725243590852,-1.96075634629094,-0.37651194900156465,1.7856310647642486,0.3227467157369458,-0.10772454829209517,-4.302363919180515,1.9686339768659953,0.17762579112852867,-4.205866601048277,2.1653137496502253,0.06642623263026155,1.9047938771232096,-0.6375348387802217,0.07909909522931187,-0.011529959276203495,0.2581462401023458,0.999449300466315,0.0017090007901592549,-0.025178011893332884,0.02154629505952866,0.2977295378237979,-0.02016110515193218,-0.014324994725198251,0.3245294550010396,-0.6367103230918183,0.29842695710809275,0.0,1.0257441842740502,-1.7325320661252215,0.0,0.7791467909517271,-2.0319295504831025,0.0,0.7791467909517271,-2.0319295504831025,0.0,1.0257441842740502,-1.7325320661252215
0.1760000000000001,-0.06642079320466848,0.9061248051043509,-1.874151623698389,0.006511067721927683,0.9485666772463854,-2.1079237492609133,-0.01545912106482499,0.948182963723063,-2.1175539374107304,0.06364192260428259,0.8533612071124483,-1.9655721539241024,-0.3845123181612233,1.8241375519648433,0.3182853437016801,-0.09261597175631194,-4.244986969048486,3.150746300711402,0.18626704874528352,-4.176767218860276,3.3259861228393466,0.06246561688174393,1.9334062122890825,-0.5876536525882478,0.08153055483318204,-0.011764898422274664,0.25804816913897943,0.9993508239226253,0.003229489813579717,-0.027732584462699963,0.02276850631317707,0.30762169432176556,-0.035019783991860155,-0.013089651113349325,0.4026931895367085,-0.6523095735189499,0.30084870256430696,0.0,1.0360210020544418,-1.7332890390440259,0.0,0.7489306195673491,-1.9500399183954011,0.0,0.7489306195673491,-1.9500399183954011,0.0,1.0360210020544418,-1.7332890390440259
0.1840000000000001,-0.06949255684314329,0.9207970221528767,-1.8716799919548621,0.00616479283306628,0.9143570441828298,-2.0739419655874287,-0.014254959495736387,0.9143739682524973,-2.0822576344955857,0.06413505099976079,0.8687928649379723,-1.9698681874994917,-0.38798440168421205,1.8413355009589374,0.2972498438132422,-0.08021001508416188,-4.1261640180625285,4.305143900130408,0.19555705273173352,-4.0827705587462235,4.4627285643890735,0.06647700283498882,1.9257187042087895,-0.5148220909533279,0.08403444980819179,-0.012122041525613197,0.25796196871768157,0.9992399755715088,0.005048414548103947,-0.03029158754349678,0.02400842465667953,0.3162228170275982,-0.050489878101662194,-0.0116173567976267,0.47481221885121155,-0.6475562087123322,0.3032895035611308,0.0,1.0441103983432714,-1.7348543344030838,0.0,0.7216563186375119,-1.8604314457268418,0.0,0.7216563186375119,-1.8604314457268418,0.0,1.0441103983432714,-1.7348543344030838
0.19200000000000012,-0.07257230472869314,0.9355126824086225,-1.8694847518836821,0.005805051058789266,0.8815480029495008,-2.032549364965832,-0.012866119395560692,0.8817857979296054,-2.0396764401010046,0.06470159666926437,0.8839942074065477,-1.9735143453111794,-0.38675128679525494,1.841084851326151,0.25484066593759896,-0.07813277440405343,-3.9395569153076746,5.148702465111209,0.2133438165579701,-3.917498850444313,5.291394982666282,0.07811990561272068,1.8852121120790046,-0.42830693599705844,0.08659901200956106,-0.012604404064833173,0.25788123754358866,0.9991178484124175,0.00713320850708125,-0.03277625085198365,0.025265781211435655,0.32323555744327714,-0.06618397932796373,-0.011212625233030193,0.5386989770739861,-0.623591715851569,0.30482800220983486,0.0,1.0499369397252984,-1.737299779648872,0.0,0.6983791867968927,-1.7792950081020693,0.0,0.6983791867968927,-1.7792950081020693,0.0,1.0499369397252984,-1.737299779648872
0.20000000000000012,-0.0745749332346777,0.9492738892965401,-1.8677861991102092,0.0057331293647765935,0.8514327955109694,-1.990430965343517,-0.012690279918184982,0.8550568993559375,-2.0104219582348613,0.0659769809841406,0.8978932062219326,-1.975892449422652,-0.09663986339905205,1.580116976220112,0.18651581457418437,0.045261944117935084,-3.5990573088869957,5.056391475020745,-0.14719838295436646,-2.8967251444685704,2.131206068779962,0.25019276196033435,1.5806358603395478,-0.17212626290792643,0.08917325753366566,-0.013172386434894873,0.25786630826841306,0.9990067962639981,0.0089158489348377,-0.03479359034235623,0.02636920035196834,0.31844133482860104,-0.07044659308584411,0.009768162357630535,0.3062331772850506,-0.39499468265138327,0.22158324229175516,0.0,1.053434800730705,-1.7406479669364412,0.0,0.6872131662057366,-1.7406479669364412,0.0,0.6872131662057366,-1.7406479669364412,0.0,1.053434800730705,-1.7406479669364412
0.20800000000000013,-0.07275434817470279,0.9612501288071609,-1.8673613031769807,0.006528649094533775,0.8254517978563929,-1.953385573210673,-0.015770071212973653,0.8348244415743065,-2.0020193498504546,0.06904571978335075,0.9095568887495148,-1.976405118508744,0.3890647324428306,1.4110222218131798,0.00039063775239462647,0.10740072247712197,-3.0467319311522245,4.361579851452823,-0.4840158166789103,-2.3900142428382445,0.6882253356434059,0.4462822307774808,1.3689799174260833,0.018275372614059274,0.09172786830824067,-0.013671783571782586,0.2581060960596878,0.9989665387035251,0.009068135078917072,-0.03556848331114284,0.02680497102840982,0.31979208378298035,-0.05644905682523348,0.04347602107866729,-0.11374223006564553,-0.06612274945280941,0.043181915996667396,0.0,1.0882258776506593,-1.7641248684821964,0.0,0.6873628399235738,-1.737299779648872,0.0,0.6873628399235738,-1.737299779648872,0.0,1.0882258776506593,-1.7641248684821964
0.21600000000000014,-0.0673911232045673,0.9772474826681656,-1.8715095448679149,0.0072743735466827344,0.8039688690363924,-1.9215678056094376,-0.020377647795856206,0.8171667155445212,-1.9975321522746248,0.07193993664780378,0.92490156556856,-1.9790389550269287,0.7326630335799106,2.117240465888156,-0.6491431728225331,0.07706736742343276,-2.5035557917763214,3.746384958006168,-0.5844552015914138,-2.1374880982444173,0.6066921205352507,0.33986311031877087,2.0363874391846646,-0.3782918626219273,0.09433608708801894,-0.014026717802580099,0.25854664001204686,0.9990027176921324,0.007858581526505603,-0.035125699464734345,0.026419651345885635,0.328590047056001,-0.03705743809162002,0.06353687128157288,-0.4034351761753408,0.23919522276883626,-0.15529519115896293,0.0,1.1389978879445528,-1.8224839366095478,0.0,0.6907439360598129,-1.7348543344030838,0.0,0.6907439360598129,-1.7348543344030838,0.0,1.1389978879445528,-1.8224839366095478
0.22400000000000014,-0.059521734874797484,1.0011472350542507,-1.8773723268835678,0.007764275730440823,0.7866212351560108,-1.8943917377478363,-0.02477417981988695,0.8013274920175512,-1.9911461898322806,0.07276540725058926,0.9475717458653676,-1.986209539822418,1.0261358869063222,3.2639613438596644,-0.5027651634897603,0.04485227548099831,-2.0168437075240098,3.193208252311045,-0.5137884029986864,-1.9232165893783937,0.9607911070795366,0.0197727953072026,2.9874717109733377,-0.9502642586103747,0.09702067012949586,-0.014236100337485293,0.2590450557829813,0.9991047929198511,0.005827444788382216,-0.03342722799322163,0.025264086773707357,0.3379958459816677,-0.020543054246603076,0.06139088381252889,-0.5348663005198582,0.5786440789851831,-0.33766226711395914,0.0,1.1911293856798049,-1.8892239032955644,0.0,0.6972680369895842,-1.7332890390440259,0.0,0.6972680369895842,-1.7332890390440259,0.0,1.1911293856798049,-1.8892239032955644
0.23200000000000015,-0.05073401478250656,1.0320070602579432,-1.887675060687115,0.008356022272773836,0.7731784512081304,-1.8713575346081674,-0.027714772089735096,0.7873480384291014,-1.9816151575272638,0.06950758041237401,0.9787146514952386,-1.9923062757258734,1.0614845829548365,3.9308836327700236,-1.3452180586081177,0.12964004782010713,-1.5198964742721464,2.698533421324883,-0.2452581881491982,-1.6920709660087299,1.3435085741432817,-0.723723700068015,4.337520101821495,0.04214913137049327,0.09976212766975089,-0.014320758937105906,0.2594182745165957,0.9992578837538846,0.0033089934713613164,-0.030393146491076852,0.02343051353015766,0.34354926397240915,-0.004249419947138244,0.036148992045908664,-0.7248604650726383,0.889668036049561,-0.49666390383373943,0.0,1.236077788656849,-1.9516233630499835,0.0,0.7067878818511717,-1.7325320661252217,0.0,0.7067878818511717,-1.7325320661252217,0.0,1.236077788656849,-1.9516233630499833
